emp_no,first_name,last_name,birth_date,from_date,to_date,dept_no,title
226638,Rosalie,Ibel,1964-11-19,2000-01-13,9999-01-01,d006,Senior Engineer
226684,Aron,Ferriere,1964-02-20,1987-12-11,9999-01-01,d004,Senior Engineer
226713,Dines,Apsitis,1964-04-22,1998-12-21,9999-01-01,d009,Staff
226724,Dietrich,Birnbaum,1964-12-05,1996-01-27,9999-01-01,d005,Senior Engineer
226734,Danel,Baranowski,1964-07-11,1990-12-10,9999-01-01,d003,Staff
226759,Shirish,Crouzet,1964-07-13,1996-03-13,9999-01-01,d009,Staff
226769,Mostafa,Akiyama,1964-07-03,1998-06-04,9999-01-01,d005,Assistant Engineer
226784,Vatsa,Prochazka,1964-08-13,1985-06-15,9999-01-01,d007,Staff
226790,Saniya,Casperson,1964-03-08,1997-09-14,9999-01-01,d001,Senior Staff
226823,Khun,Bondorf,1964-12-07,2001-02-12,9999-01-01,d008,Engineer
226839,Cristinel,Genther,1964-03-12,1994-06-02,9999-01-01,d007,Staff
226855,Aloke,Lukaszewicz,1964-08-03,1986-09-11,9999-01-01,d007,Staff
226894,Yuchang,Falby,1964-03-16,1987-11-28,9999-01-01,d005,Senior Engineer
226901,Wojceich,Baja,1964-10-06,1999-12-22,9999-01-01,d008,Staff
226913,Urs,Papadias,1964-02-02,1985-07-16,9999-01-01,d007,Staff
226941,Ingmar,Boreale,1964-11-21,1995-01-15,9999-01-01,d004,Senior Engineer
226946,Kolar,Baja,1964-10-02,1999-03-15,9999-01-01,d008,Senior Engineer
226966,Heather,Rubsam,1964-06-25,1986-08-31,9999-01-01,d005,Senior Engineer
226988,Kazuyasu,Riefers,1964-02-01,1999-12-08,9999-01-01,d007,Senior Staff
226989,Eric,Gadepally,1964-09-30,1988-05-01,9999-01-01,d004,Senior Engineer
226990,Tomofumi,Awdeh,1964-08-23,1996-09-26,9999-01-01,d008,Staff
226994,Vojin,Kuhnemann,1964-03-17,1993-01-24,9999-01-01,d001,Senior Staff
227012,Alexius,Stafford,1964-11-29,1985-02-18,9999-01-01,d002,Senior Staff
227061,Kellie,Stemann,1964-09-02,1987-10-26,9999-01-01,d007,Senior Staff
227075,Shiv,Marletta,1964-09-02,1993-02-09,9999-01-01,d005,Senior Engineer
227079,Serif,Litzler,1964-06-19,1995-02-23,9999-01-01,d005,Engineer
227112,Mostafa,Setlzner,1964-01-15,1997-03-24,9999-01-01,d004,Engineer
227141,Arvin,Basart,1964-07-21,1999-09-15,9999-01-01,d005,Engineer
227145,Munir,Fortenbacher,1964-04-19,1990-11-12,9999-01-01,d004,Technique Leader
227151,Shaibal,Erev,1964-08-09,1991-10-22,9999-01-01,d007,Senior Staff
227168,Rimli,Irland,1964-02-25,1988-07-21,9999-01-01,d005,Senior Engineer
227176,Ebru,Demeyer,1964-10-31,1986-01-11,9999-01-01,d007,Staff
227192,Shuky,Gente,1964-08-06,1992-01-06,9999-01-01,d005,Senior Engineer
227206,Mariangiola,Ohori,1964-08-10,1998-01-14,9999-01-01,d006,Engineer
227208,Kristinn,Daescu,1964-09-16,1989-11-16,9999-01-01,d007,Staff
227243,Shuho,Thorelli,1964-12-27,1988-04-08,9999-01-01,d006,Senior Engineer
227246,Kamran,Rosaz,1964-11-10,1986-08-04,9999-01-01,d008,Staff
227266,Jaewon,Malabarba,1964-07-20,1999-01-15,9999-01-01,d005,Engineer
227274,Chenxi,Heusch,1964-04-18,1996-06-23,9999-01-01,d009,Staff
227279,Augustine,Maraist,1964-06-27,1994-05-30,9999-01-01,d004,Senior Engineer
227288,Bangqing,Coullard,1964-02-11,1999-12-29,9999-01-01,d009,Staff
227331,Syozo,Sichman,1964-02-19,1989-07-22,9999-01-01,d006,Senior Engineer
227336,Shim,Binding,1964-04-28,1996-08-11,9999-01-01,d009,Staff
227354,Gio,Murtha,1965-01-12,1986-11-11,9999-01-01,d005,Senior Engineer
227364,Palash,Stasinski,1964-07-21,2000-08-03,9999-01-01,d008,Engineer
227368,Phuoc,Benveniste,1964-02-19,1985-03-27,9999-01-01,d005,Senior Engineer
227406,Marie,Schrooten,1964-05-07,1995-02-24,9999-01-01,d008,Staff
227426,Paloma,Awdeh,1964-12-04,1995-12-10,9999-01-01,d005,Engineer
227434,Sajjan,Bouloucos,1964-12-23,1991-02-18,9999-01-01,d007,Staff
227436,Along,Pena,1964-09-18,1988-03-13,9999-01-01,d004,Senior Engineer
227449,Odysseas,Toyoshima,1964-05-12,1989-09-06,9999-01-01,d004,Senior Engineer
227474,Mona,Kirkerud,1964-01-25,1987-04-22,9999-01-01,d007,Senior Staff
227476,Macha,Schnabel,1965-01-11,1988-05-11,9999-01-01,d005,Senior Engineer
227481,Patricio,Peres,1964-07-12,1993-10-20,9999-01-01,d008,Staff
227485,Kiyomitsu,Denos,1964-08-14,1999-06-15,9999-01-01,d009,Staff
227516,Richara,Pelz,1964-11-09,1997-05-23,9999-01-01,d004,Engineer
227519,Juichirou,Petereit,1964-09-22,1987-12-05,9999-01-01,d007,Staff
227535,Nahid,Hofting,1964-01-30,1997-11-04,9999-01-01,d002,Staff
227541,Marco,Hiyoshi,1964-08-30,2000-01-13,9999-01-01,d006,Engineer
227570,Berni,Tchuente,1964-01-19,1995-11-23,9999-01-01,d005,Engineer
227587,Bedir,Whitcomb,1964-04-26,1989-02-14,9999-01-01,d007,Staff
227631,Takahiro,Bernatsky,1964-12-05,1994-03-01,9999-01-01,d005,Senior Engineer
227636,Weidon,Ghelli,1964-03-02,1985-04-07,9999-01-01,d003,Staff
227641,Krassimir,Hasham,1964-08-11,1994-07-11,9999-01-01,d008,Senior Staff
227671,Alexius,Restivo,1964-03-19,1985-07-21,9999-01-01,d004,Senior Engineer
227679,Roded,Heping,1964-11-09,1996-09-02,9999-01-01,d002,Senior Staff
227681,Mikhail,Rousseau,1965-01-30,1998-11-30,9999-01-01,d002,Staff
227686,Sajjan,Pena,1964-02-25,1986-04-25,9999-01-01,d004,Senior Engineer
227725,Peternela,Aamodt,1964-11-26,1995-03-26,9999-01-01,d004,Technique Leader
227748,Atilio,Lanzelotte,1964-07-02,1994-02-28,9999-01-01,d007,Staff
227758,Fox,Guting,1964-08-15,1998-09-07,9999-01-01,d007,Senior Staff
227768,Lenore,Worfolk,1964-12-08,1988-03-26,9999-01-01,d004,Technique Leader
227794,Nikolaos,Terlouw,1964-03-25,1985-09-23,9999-01-01,d004,Senior Engineer
227813,Karsten,Prenel,1964-02-19,1990-11-20,9999-01-01,d004,Senior Engineer
227826,Seongbin,Bednarek,1964-04-16,1987-08-12,9999-01-01,d004,Senior Engineer
227831,Khedija,Kruskal,1964-06-18,1989-07-28,9999-01-01,d008,Staff
227832,Lalit,Christianini,1964-06-04,1993-02-03,9999-01-01,d007,Senior Staff
227852,Jovan,Simmen,1964-11-14,1998-01-19,9999-01-01,d004,Engineer
227855,Rimli,Lukaszewicz,1964-11-21,1989-02-07,9999-01-01,d006,Senior Engineer
227863,Shahid,Ducloy,1964-10-22,1985-11-01,9999-01-01,d009,Staff
227881,Ebru,Gill,1964-04-13,1989-05-27,9999-01-01,d007,Staff
227899,Garnik,Luce,1965-01-23,1998-09-15,9999-01-01,d001,Staff
227901,Francesca,Azuma,1965-01-26,1996-06-08,9999-01-01,d008,Staff
227902,Arup,Meszaros,1964-10-14,1999-01-24,9999-01-01,d005,Engineer
227949,Shigenori,Kulisch,1964-03-04,1997-08-02,9999-01-01,d004,Engineer
227952,Stevo,Perng,1964-09-20,1987-02-25,9999-01-01,d009,Senior Staff
227953,Falguni,Swen,1964-12-16,1987-08-10,9999-01-01,d008,Staff
227965,Ramachenga,Syrotiuk,1964-02-17,1988-04-23,9999-01-01,d005,Senior Engineer
227974,Michaela,Dulli,1964-05-19,1989-11-18,9999-01-01,d004,Senior Engineer
227975,Atreye,Feinberg,1964-10-30,1992-10-03,9999-01-01,d005,Senior Engineer
227982,Sampalli,Kenevan,1964-07-17,1995-03-08,9999-01-01,d003,Staff
228022,Takahito,Bolsens,1964-12-09,1993-10-08,9999-01-01,d007,Senior Staff
228032,Gal,Renear,1964-10-12,1995-11-02,9999-01-01,d004,Engineer
228038,Nahid,Azuma,1964-05-21,1996-05-07,9999-01-01,d009,Staff
228039,Uli,Azumi,1964-11-08,1994-06-15,9999-01-01,d005,Senior Engineer
228041,Izaskun,Selvestrel,1964-02-27,1987-01-30,9999-01-01,d004,Senior Engineer
228055,Giap,Hanabata,1964-03-10,1996-05-19,9999-01-01,d001,Senior Staff
228057,Etsuo,Stellhorn,1964-01-29,1994-12-16,9999-01-01,d002,Staff
228063,Kokou,Matzel,1964-10-23,1985-04-06,9999-01-01,d005,Senior Engineer
228077,Noritoshi,Lanzelotte,1964-10-17,1992-07-10,9999-01-01,d005,Technique Leader
228081,Shmuel,Steenbeek,1964-07-08,1986-05-14,9999-01-01,d009,Staff
228092,Anneke,Conry,1964-08-22,1999-09-16,9999-01-01,d005,Engineer
228094,Utpal,Speek,1964-07-07,1994-04-03,9999-01-01,d005,Senior Engineer
228098,IEEE,Kroll,1965-01-18,1998-02-17,9999-01-01,d009,Engineer
228099,Subhash,Range,1964-03-20,1996-12-27,9999-01-01,d006,Senior Engineer
228118,Hyuckchul,Lindenbaum,1964-08-26,1997-04-18,9999-01-01,d009,Staff
228128,Shuky,Katiyar,1964-09-11,1989-03-19,9999-01-01,d008,Staff
228151,Gadiel,Schreiter,1964-08-16,1990-07-07,9999-01-01,d005,Senior Engineer
228172,Fumitake,Cannane,1964-01-19,1999-06-29,9999-01-01,d005,Senior Engineer
228206,Heping,Farrow,1964-08-18,1985-12-29,9999-01-01,d004,Senior Engineer
228217,Khedija,Luke,1964-04-12,1994-03-18,9999-01-01,d007,Staff
228248,Yuriy,Plump,1965-01-09,1988-09-08,9999-01-01,d008,Staff
228251,Aiman,Hiyoshi,1964-05-13,1995-02-21,9999-01-01,d005,Engineer
228289,Jianhua,Bugrara,1964-04-15,1999-05-08,9999-01-01,d005,Technique Leader
228298,Niteen,Shackell,1964-12-21,1989-10-13,9999-01-01,d004,Senior Engineer
228328,Zeljko,Nanard,1964-05-31,1998-12-08,9999-01-01,d001,Staff
228360,Manohar,Brookner,1964-03-15,1986-11-14,9999-01-01,d004,Senior Engineer
228363,Honglan,Suwa,1964-01-23,1996-05-16,9999-01-01,d005,Engineer
228364,Alain,Baja,1964-12-18,1991-10-24,9999-01-01,d006,Senior Engineer
228382,Arlette,Kabayashi,1964-04-07,1996-12-22,9999-01-01,d005,Senior Engineer
228388,Ramzi,Wuwongse,1964-10-24,1987-07-08,9999-01-01,d005,Technique Leader
228408,Bokyung,Debuse,1964-07-14,1989-12-15,9999-01-01,d007,Staff
228410,Yongmao,Noriega,1964-12-31,1999-02-14,9999-01-01,d004,Engineer
228415,Jacqueline,Improta,1964-12-07,1998-09-17,9999-01-01,d005,Senior Engineer
228418,Kersti,Baaleh,1964-05-26,1985-08-08,9999-01-01,d004,Senior Engineer
228443,Sigeru,Bellone,1964-01-18,1987-01-15,9999-01-01,d004,Senior Engineer
228455,Lobel,Massonet,1964-12-07,1991-09-02,9999-01-01,d009,Senior Staff
228458,Jahangir,Coorg,1964-10-14,1994-12-25,9999-01-01,d001,Staff
228491,Toney,Beausoleil,1964-08-10,1995-07-06,9999-01-01,d008,Senior Engineer
228508,Tesuro,Nyrup,1964-11-19,1986-02-16,9999-01-01,d007,Staff
228510,Jongsuk,Lichtman,1964-12-21,1986-12-27,9999-01-01,d005,Senior Engineer
228522,Luise,Straney,1964-10-08,1997-09-06,9999-01-01,d004,Engineer
228527,Bilhanan,Hanratty,1964-02-04,1990-02-04,9999-01-01,d002,Staff
228532,Yakkov,Katalagarianos,1964-02-26,1985-04-02,9999-01-01,d003,Staff
228549,Gor,Merks,1964-06-30,1999-05-03,9999-01-01,d006,Engineer
228554,Bilhanan,Brendel,1965-01-03,1990-12-23,9999-01-01,d007,Senior Staff
228562,Hsiangchu,Sichman,1964-10-18,1996-08-28,9999-01-01,d005,Engineer
228571,Udi,Brender,1964-02-02,1995-10-17,9999-01-01,d009,Senior Staff
228577,Sastry,Argence,1964-01-11,1989-07-08,9999-01-01,d005,Senior Engineer
228608,Rimon,Boguraev,1964-01-02,1993-08-21,9999-01-01,d003,Senior Staff
228611,Mabhin,Bazelow,1964-05-23,1999-01-13,9999-01-01,d006,Engineer
228633,Sushant,Negoita,1964-04-10,1995-08-05,9999-01-01,d009,Senior Staff
228639,Weiye,Underwood,1964-04-29,1988-05-05,9999-01-01,d008,Senior Staff
228648,Mountaz,Takanami,1964-11-10,1988-05-31,9999-01-01,d007,Staff
228709,Randy,Benantar,1964-01-06,1985-07-13,9999-01-01,d009,Senior Staff
228766,Nahla,Smailagic,1965-01-11,1993-02-12,9999-01-01,d004,Senior Engineer
228784,Lubomir,Chenney,1964-01-05,1993-06-23,9999-01-01,d005,Senior Engineer
228787,Supot,Solares,1964-07-12,1992-01-23,9999-01-01,d002,Staff
228796,Jayesh,Undy,1964-10-01,2000-03-05,9999-01-01,d005,Technique Leader
228835,Jianhui,Hebden,1964-09-17,1990-03-28,9999-01-01,d003,Staff
228841,Adly,Cromarty,1964-06-25,1995-01-04,9999-01-01,d005,Senior Engineer
228856,Shay,Bressoud,1964-07-24,1994-10-04,9999-01-01,d001,Staff
228864,Toshimo,Furudate,1964-05-16,1990-09-30,9999-01-01,d005,Senior Engineer
228882,Xiong,Guting,1964-04-24,1992-04-11,9999-01-01,d007,Staff
228901,Inderjeet,Couchot,1964-03-10,1996-09-18,9999-01-01,d004,Senior Engineer
228907,Lidong,Matzat,1964-01-12,1993-10-06,9999-01-01,d004,Engineer
228911,Somnath,Cannard,1964-04-09,1996-03-22,9999-01-01,d004,Engineer
228914,Martien,Baez,1964-08-15,1990-12-13,9999-01-01,d004,Senior Engineer
228915,Trygve,Denny,1964-01-05,1991-09-21,9999-01-01,d009,Staff
228937,Magy,Binkley,1964-07-25,1985-05-23,9999-01-01,d005,Senior Engineer
228970,Fumiyo,Czap,1964-03-07,1992-09-04,9999-01-01,d004,Senior Engineer
228981,Berni,Einsfeld,1964-10-31,1992-05-05,9999-01-01,d002,Staff
228983,Mario,Azevdeo,1964-07-31,1991-07-30,9999-01-01,d005,Senior Engineer
228998,Adil,Anger,1964-06-20,2001-07-23,9999-01-01,d004,Senior Engineer
229050,Ingmar,Spinelli,1964-09-24,1996-02-27,9999-01-01,d008,Staff
229054,Theron,Gadepally,1964-10-12,1986-08-07,9999-01-01,d004,Senior Engineer
229056,Abdelghani,Keohane,1964-11-28,1985-06-01,9999-01-01,d002,Staff
229057,Uriel,Michaeli,1964-03-03,1990-07-18,9999-01-01,d003,Staff
229083,Hugh,Pews,1964-03-13,1994-02-06,9999-01-01,d008,Staff
229086,Arup,Benzaken,1964-03-27,1992-07-19,9999-01-01,d004,Technique Leader
229087,Moon,Bratsberg,1964-06-07,1997-12-07,9999-01-01,d005,Assistant Engineer
229094,Fayez,Pell,1964-10-30,1995-07-22,9999-01-01,d004,Engineer
229098,Berry,Yurek,1965-01-08,1995-08-16,9999-01-01,d009,Senior Staff
229109,Atilio,Bahi,1964-02-16,1991-07-22,9999-01-01,d005,Senior Engineer
229117,Divine,Frolund,1964-07-30,1993-03-20,9999-01-01,d004,Senior Engineer
229125,Heon,Negoita,1964-04-22,1995-04-20,9999-01-01,d008,Senior Staff
229130,Gao,Alvarado,1964-02-13,1992-02-14,9999-01-01,d004,Senior Engineer
229140,Divine,Clouatre,1964-01-22,1990-04-12,9999-01-01,d005,Senior Engineer
229156,Yuqun,Senzako,1964-12-16,1995-06-17,9999-01-01,d009,Staff
229176,Ranga,Peot,1964-04-17,1989-12-30,9999-01-01,d005,Senior Engineer
229181,Oldrich,Ponthieu,1964-08-01,1997-07-10,9999-01-01,d007,Staff
229220,Fabrizio,Lichtman,1965-01-21,1987-02-09,9999-01-01,d004,Senior Engineer
229243,Hatsukazu,Sessa,1964-07-18,1992-04-16,9999-01-01,d003,Staff
229245,Vugranam,Rodiger,1964-05-19,1999-05-29,9999-01-01,d004,Engineer
229248,Harjit,Terekhov,1965-01-27,1995-10-19,9999-01-01,d008,Staff
229258,Leen,Pettit,1964-02-16,1994-03-23,9999-01-01,d004,Assistant Engineer
229270,Aral,Erev,1964-11-13,1994-02-18,9999-01-01,d005,Senior Engineer
229294,Subhada,Babu,1964-12-22,1995-03-16,9999-01-01,d007,Staff
229309,Subhrajyoti,Crelier,1964-06-29,1992-07-18,9999-01-01,d003,Staff
229366,Aran,Schmiedel,1964-08-23,1994-05-13,9999-01-01,d004,Senior Engineer
229375,Alexius,Bellone,1964-09-15,1998-05-31,9999-01-01,d004,Staff
229386,Pohua,Tasistro,1965-01-03,1994-11-04,9999-01-01,d009,Technique Leader
229391,Paloma,Henseler,1965-01-15,1991-06-11,9999-01-01,d004,Senior Engineer
229404,Gilbert,Kilgour,1965-01-11,1996-04-05,9999-01-01,d003,Staff
229417,Jeane,Nanard,1964-08-28,1989-02-16,9999-01-01,d009,Staff
229428,Mantis,Schaaf,1964-06-13,1994-10-14,9999-01-01,d005,Engineer
229433,Mantis,Rossi,1964-10-08,1988-11-13,9999-01-01,d004,Senior Engineer
229451,Bouchung,Morrin,1964-10-14,1994-05-10,9999-01-01,d008,Staff
229496,Val,Motley,1964-03-17,1989-07-07,9999-01-01,d006,Senior Engineer
229518,Sakthirel,Azuma,1964-08-04,1996-09-28,9999-01-01,d006,Senior Engineer
229532,Moti,Huxford,1964-02-15,1986-12-31,9999-01-01,d005,Senior Engineer
229535,Sudhanshu,Solovay,1964-11-19,1989-07-18,9999-01-01,d008,Staff
229547,Moni,Schach,1965-01-03,1986-07-04,9999-01-01,d007,Staff
229556,Yechiam,Copas,1964-03-03,1989-11-09,9999-01-01,d005,Senior Engineer
229581,Greger,Massonet,1964-04-30,1989-10-10,9999-01-01,d004,Technique Leader
229629,Kamakshi,Klyachko,1964-08-03,1992-04-22,9999-01-01,d003,Staff
229630,Zvonko,Dahlbom,1964-02-25,1995-06-18,9999-01-01,d006,Senior Engineer
229643,Geraldo,Lanteri,1964-02-27,1993-04-05,9999-01-01,d002,Staff
229652,Ulises,Gornas,1964-08-04,1992-03-05,9999-01-01,d004,Senior Engineer
229697,Karlis,Kalsbeek,1964-12-20,1990-01-26,9999-01-01,d009,Staff
229708,Lubomir,Marakhovsky,1964-08-11,1994-02-01,9999-01-01,d005,Senior Engineer
229713,Pragnesh,Carrera,1964-05-09,1991-10-16,9999-01-01,d003,Staff
229716,Mostafa,Curless,1964-07-28,1995-10-01,9999-01-01,d009,Staff
229718,Yannis,Chleq,1964-04-15,1999-01-16,9999-01-01,d009,Senior Staff
229721,Marla,Conte,1964-07-25,1994-11-21,9999-01-01,d009,Staff
229727,Ewing,Millington,1965-01-23,1999-09-28,9999-01-01,d005,Engineer
229733,Sariel,Maquelin,1964-07-21,1999-09-24,9999-01-01,d001,Senior Staff
229735,Ewing,Ozery,1964-05-02,1985-03-14,9999-01-01,d008,Senior Staff
229749,Vivian,Rosen,1964-10-28,1993-10-21,9999-01-01,d003,Staff
229756,Kish,Peha,1964-12-04,1986-12-23,9999-01-01,d005,Senior Engineer
229764,Weiyi,Guting,1964-02-02,1991-07-12,9999-01-01,d004,Senior Engineer
229774,Miyeon,Schiettecatte,1964-01-06,1987-02-27,9999-01-01,d004,Senior Engineer
229796,Jouni,Keohane,1964-11-21,1988-01-26,9999-01-01,d004,Senior Engineer
229814,Ymte,Brodie,1964-04-28,1997-12-19,9999-01-01,d004,Engineer
229821,Shushma,Weedman,1964-07-03,1997-05-03,9999-01-01,d002,Staff
229831,Lijie,Brobst,1964-03-18,1985-06-27,9999-01-01,d005,Senior Engineer
229850,Jeanna,Landherr,1964-07-20,1998-09-30,9999-01-01,d004,Technique Leader
229854,Hongzue,Lamba,1964-01-18,1990-03-09,9999-01-01,d007,Senior Staff
229909,Shir,Peroz,1964-06-26,1990-11-22,9999-01-01,d005,Senior Engineer
229929,Shuky,Peyn,1964-03-11,1998-01-24,9999-01-01,d008,Senior Engineer
229946,Kazunori,Melski,1964-06-22,1998-06-21,9999-01-01,d001,Senior Staff
229950,Moto,Birrer,1964-10-08,1997-04-02,9999-01-01,d003,Staff
229962,Niclas,Liedekerke,1964-04-25,1985-09-06,9999-01-01,d008,Senior Staff
229963,Jongsuk,Massonet,1964-01-03,1991-11-24,9999-01-01,d004,Senior Engineer
229968,Ute,Baranowski,1964-07-28,1999-08-17,9999-01-01,d004,Engineer
229973,Xudong,Belinskaya,1964-03-15,1988-03-12,9999-01-01,d004,Senior Engineer
229977,Goo,Schrift,1964-09-19,1999-05-21,9999-01-01,d008,Staff
229981,Jamaludin,Fordan,1965-01-19,1992-02-06,9999-01-01,d004,Senior Engineer
229996,Shahid,Emmart,1964-09-02,1987-12-22,9999-01-01,d005,Technique Leader
229999,Wilmer,Schnabel,1964-10-03,1987-08-20,9999-01-01,d005,Senior Engineer
230002,Tadahiro,Backhouse,1965-01-07,1991-10-02,9999-01-01,d005,Senior Engineer
230019,Becky,Baja,1964-05-07,1999-11-03,9999-01-01,d008,Senior Engineer
230020,Shao,Merkl,1964-01-24,1990-06-19,9999-01-01,d009,Staff
230026,Lidong,Uchoa,1964-08-04,1998-04-14,9999-01-01,d005,Senior Engineer
230033,Kristinn,Kandlur,1964-03-27,1985-03-15,9999-01-01,d005,Senior Engineer
230041,Shahar,Stranks,1964-05-06,1989-05-24,9999-01-01,d004,Senior Engineer
230043,Divier,Swist,1964-11-03,1999-09-16,9999-01-01,d007,Staff
230067,Genki,Yurek,1964-06-02,1989-05-14,9999-01-01,d005,Senior Engineer
230071,Larisa,Monarch,1964-06-21,1999-03-08,9999-01-01,d004,Engineer
230072,Lansing,Vural,1964-12-23,1996-04-16,9999-01-01,d003,Staff
230088,Armond,Matzat,1964-10-02,1991-11-16,9999-01-01,d006,Senior Engineer
230090,Froduald,Hemaspaandra,1964-09-14,1988-03-27,9999-01-01,d003,Staff
230103,Yannis,Cullers,1964-05-10,1997-08-20,9999-01-01,d005,Engineer
230106,Chiranjit,Swick,1964-07-08,1994-05-21,9999-01-01,d005,Engineer
230107,Venkatesan,Francisci,1964-04-21,1985-04-07,9999-01-01,d008,Staff
230111,Gill,Krupka,1964-03-24,1986-11-26,9999-01-01,d005,Senior Engineer
230112,Dulce,Ozeri,1964-04-21,1986-08-06,9999-01-01,d009,Staff
230126,Bezalel,Radivojevic,1965-01-31,1988-07-02,9999-01-01,d009,Staff
230152,Georg,Baig,1964-02-15,2001-04-13,9999-01-01,d005,Senior Engineer
230186,Nechama,Milicia,1964-09-26,1999-11-03,9999-01-01,d001,Senior Staff
230193,Ingemar,Kilgore,1964-03-06,1986-02-12,9999-01-01,d002,Staff
230226,Karoline,Ranai,1964-10-31,1991-03-26,9999-01-01,d008,Staff
230254,Beshir,Etalle,1964-08-15,1992-12-08,9999-01-01,d005,Senior Engineer
230256,Arne,Kuzuoka,1964-05-01,1993-01-29,9999-01-01,d003,Senior Staff
230258,Mong,Huxford,1964-01-28,1989-07-29,9999-01-01,d007,Staff
230260,Vincent,Willoner,1964-04-14,1999-11-25,9999-01-01,d007,Staff
230263,Aruna,Scallan,1964-03-29,1988-12-23,9999-01-01,d004,Senior Engineer
230274,Nectarios,Hertweck,1964-11-09,1997-11-26,9999-01-01,d009,Senior Staff
230287,Renny,Alameldin,1965-01-14,1997-09-28,9999-01-01,d004,Assistant Engineer
230295,Hausi,Rusterholz,1964-10-17,1991-10-30,9999-01-01,d005,Technique Leader
230330,Hongzhu,Biron,1964-07-21,1995-06-21,9999-01-01,d005,Senior Engineer
230333,Mantis,Rajcani,1964-10-17,1998-02-04,9999-01-01,d005,Engineer
230335,Fun,Fargier,1964-11-30,1998-07-01,9999-01-01,d002,Staff
230347,Arnd,Schaar,1964-02-23,1994-07-26,9999-01-01,d005,Senior Engineer
230349,Yongqiao,Marzano,1964-08-23,1999-04-24,9999-01-01,d009,Senior Staff
230354,Yinghua,Lorho,1965-01-31,1991-08-09,9999-01-01,d003,Staff
230375,Nirmal,Sewelson,1964-11-18,1992-04-18,9999-01-01,d005,Senior Engineer
230384,Manohar,Szemeredi,1964-01-04,1986-02-25,9999-01-01,d005,Technique Leader
230387,Jacopo,Benner,1964-11-28,1989-07-03,9999-01-01,d005,Senior Engineer
230417,Youssef,Jumpertz,1964-06-12,1993-09-19,9999-01-01,d004,Senior Engineer
230424,Navin,Raczkowsky,1964-03-31,1998-03-30,9999-01-01,d007,Staff
230437,Shuichi,Loncour,1964-03-18,1994-12-07,9999-01-01,d005,Senior Engineer
230450,Yuguang,Mandell,1964-05-01,1986-06-05,9999-01-01,d004,Technique Leader
230488,Ugo,Raney,1964-04-07,1992-04-27,9999-01-01,d004,Senior Engineer
230494,Adib,Stroustrup,1964-04-28,1994-06-27,9999-01-01,d004,Senior Engineer
230498,Kolar,Puppo,1965-01-15,1990-04-25,9999-01-01,d004,Senior Engineer
230504,Giap,Angelopoulos,1964-04-04,1998-04-24,9999-01-01,d004,Assistant Engineer
230522,Izaskun,Bail,1964-09-09,1999-11-18,9999-01-01,d005,Engineer
230546,Bartek,Christianini,1964-07-20,1998-03-20,9999-01-01,d005,Engineer
230559,Barton,Serot,1964-02-27,1985-12-21,9999-01-01,d009,Staff
230561,Shahid,Chappelet,1964-09-26,1994-05-03,9999-01-01,d007,Staff
230569,Ekawit,Rosar,1964-03-30,1989-04-27,9999-01-01,d005,Engineer
230576,Hilari,Kleiser,1964-05-22,1999-01-01,9999-01-01,d001,Staff
230579,Shahar,Negoita,1965-01-17,1994-03-19,9999-01-01,d002,Staff
230584,Matt,Stavenow,1964-03-31,1988-08-04,9999-01-01,d005,Senior Engineer
230606,Yannik,Keohane,1964-09-26,1993-03-07,9999-01-01,d007,Senior Staff
230617,Shunichi,Mandell,1964-09-15,1986-11-26,9999-01-01,d004,Technique Leader
230620,Jiong,Chenoweth,1964-04-22,1991-11-05,9999-01-01,d005,Engineer
230627,Chenxi,Alblas,1964-10-27,1986-01-29,9999-01-01,d007,Staff
230663,Yonghoan,Morrey,1964-03-24,1993-09-12,9999-01-01,d003,Staff
230666,Stabislas,Greibach,1964-05-29,1994-01-12,9999-01-01,d009,Staff
230670,Fan,Swan,1964-06-18,1992-12-22,9999-01-01,d004,Senior Engineer
230678,Lillian,Kenevan,1964-08-09,1995-10-02,9999-01-01,d001,Senior Staff
230684,Leif,Orlowski,1964-12-18,1989-07-25,9999-01-01,d009,Staff
230689,Dietrich,Crabtree,1965-01-14,1986-05-24,9999-01-01,d007,Senior Staff
230693,Guangming,Binding,1964-02-20,1990-02-24,9999-01-01,d004,Senior Engineer
230764,Jaihie,Kadhim,1964-06-05,1986-06-30,9999-01-01,d006,Senior Engineer
230770,Mircea,Kalorkoti,1964-09-11,1988-01-05,9999-01-01,d004,Senior Engineer
230790,Cordelia,Dulin,1964-10-21,1998-02-06,9999-01-01,d004,Engineer
230830,Sumant,Hofstetter,1964-08-20,1999-12-01,9999-01-01,d007,Staff
